# Detector log started : 2026-07-06 21:15:55.159
# Port                 : /dev/cu.usbmodem142101  Baud: 115200
# Author               : (unset)
# Threshold            : 20 mV
# Columns              : pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
#
pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
2026-07-06 21:23:12.336	744	691552	63	1.0800	20
2026-07-06 21:23:12.738	745	691996	45	1.0800	20
2026-07-06 21:23:16.438	746	695729	43	1.0700	20
2026-07-06 21:23:19.369	747	698546	20	1.0700	20
2026-07-06 21:23:19.862	748	699149	31	1.0700	20
2026-07-06 21:23:21.164	749	700360	20	1.0700	20
2026-07-06 21:23:21.655	750	700925	28	1.0700	20
2026-07-06 21:23:22.246	751	701518	80	1.0700	20
2026-07-06 21:23:23.035	752	702289	27	1.0700	20
2026-07-06 21:23:23.844	753	703031	79	1.0700	20
2026-07-06 21:23:25.243	754	704467	22	1.0700	20
2026-07-06 21:23:26.235	755	705495	39	1.0700	20
2026-07-06 21:23:27.449	756	706741	126	1.0700	20
2026-07-06 21:23:27.856	757	707132	23	1.0700	20
2026-07-06 21:23:29.042	758	708333	78	1.0700	20
2026-07-06 21:23:29.260	759	708530	88	1.0700	20
2026-07-06 21:23:30.252	760	709477	34	1.0700	20
2026-07-06 21:23:30.253	761	709479	21	1.0700	20
2026-07-06 21:23:33.341	762	712563	146	1.0700	20
2026-07-06 21:23:33.437	763	712666	34	1.0700	20
2026-07-06 21:23:33.825	764	712802	80	1.0700	20
2026-07-06 21:23:33.825	765	712960	75	1.0700	20
2026-07-06 21:23:34.549	766	713799	89	1.0700	20
2026-07-06 21:23:35.047	767	714312	161	1.0700	20
2026-07-06 21:23:35.180	768	714381	101	1.0800	20
2026-07-06 21:23:35.734	769	715028	55	1.0800	20
2026-07-06 21:23:35.844	770	715132	40	1.0800	20
2026-07-06 21:23:35.964	771	715166	29	1.0800	20
2026-07-06 21:23:38.661	772	717893	271	1.0800	20
2026-07-06 21:23:39.140	773	718418	51	1.0800	20
2026-07-06 21:23:39.269	774	718452	110	1.0800	20
2026-07-06 21:23:39.536	775	718780	28	1.0800	20
2026-07-06 21:23:41.040	776	720315	38	1.0800	20
2026-07-06 21:23:41.170	777	720382	36	1.0800	20
2026-07-06 21:23:41.743	778	721002	26	1.0800	20
2026-07-06 21:23:43.148	779	722376	234	1.0800	20
2026-07-06 21:23:43.365	780	722614	153	1.0800	20
2026-07-06 21:23:44.993	781	724160	295	1.0800	20
2026-07-06 21:23:45.909	782	725130	27	1.0800	20
2026-07-06 21:23:46.969	783	726237	224	1.0800	20
2026-07-06 21:23:47.199	784	726427	29	1.0800	20
2026-07-06 21:23:47.383	785	726612	150	1.0800	20
2026-07-06 21:23:47.490	786	726760	138	1.0800	20
2026-07-06 21:23:49.069	787	728294	52	1.0800	20
2026-07-06 21:23:49.563	788	728812	110	1.0800	20
2026-07-06 21:23:51.285	789	730515	30	1.0800	20
2026-07-06 21:23:51.681	790	730909	409	1.0800	20
2026-07-06 21:23:52.116	791	731385	68	1.0800	20
2026-07-06 21:23:52.418	792	731679	67	1.0800	20
2026-07-06 21:23:52.704	793	731936	23	1.0800	20
2026-07-06 21:23:54.468	794	733646	35	1.0800	20
2026-07-06 21:23:54.791	795	734064	92	1.0800	20
2026-07-06 21:23:55.463	796	734756	120	1.0800	20
2026-07-06 21:23:56.082	797	735284	42	1.0800	20
2026-07-06 21:23:57.248	798	736536	91	1.0800	20
2026-07-06 21:23:58.290	799	737512	166	1.0800	20
2026-07-06 21:23:58.862	800	738044	35	1.0800	20
2026-07-06 21:23:59.014	801	738280	25	1.0800	20
2026-07-06 21:23:59.489	802	738763	20	1.0900	20
2026-07-06 21:23:59.934	803	739230	83	1.0900	20
2026-07-06 21:24:00.342	804	739556	33	1.0900	20
2026-07-06 21:24:01.233	805	740530	21	1.0900	20
2026-07-06 21:24:01.535	806	740787	78	1.0900	20
2026-07-06 21:24:01.946	807	741209	58	1.0900	20
2026-07-06 21:24:02.578	808	741863	45	1.0900	20
2026-07-06 21:24:03.545	809	742790	20	1.0900	20
2026-07-06 21:24:05.239	810	744503	62	1.0900	20
2026-07-06 21:24:06.859	811	746077	46	1.0900	20
2026-07-06 21:24:08.476	812	747744	34	1.0900	20
2026-07-06 21:24:09.237	813	748233	44	1.0900	20
2026-07-06 21:24:09.754	814	748972	111	1.0900	20
2026-07-06 21:24:10.738	815	749796	46	1.0900	20
2026-07-06 21:24:12.512	816	751632	42	1.0900	20
2026-07-06 21:24:14.912	817	754107	51	1.0800	20
2026-07-06 21:24:16.185	818	755441	37	1.0800	20
2026-07-06 21:24:17.103	819	756312	74	1.0800	20
2026-07-06 21:24:17.945	820	757165	42	1.0800	20
2026-07-06 21:24:21.219	821	760290	20	1.0800	20
2026-07-06 21:24:23.480	822	762767	53	1.0800	20
2026-07-06 21:24:26.768	823	765985	58	1.0700	20
2026-07-06 21:24:26.770	824	766000	37	1.0800	20
2026-07-06 21:24:28.016	825	767074	52	1.0800	20
2026-07-06 21:24:28.966	826	768209	51	1.0800	20
2026-07-06 21:24:29.682	827	768819	134	1.0800	20
2026-07-06 21:24:30.466	828	769715	47	1.0800	20
2026-07-06 21:24:30.888	829	770139	31	1.0800	20
2026-07-06 21:24:32.850	830	772107	43	1.0700	20
2026-07-06 21:24:34.341	831	773622	169	1.0700	20
2026-07-06 21:24:34.863	832	774130	239	1.0700	20
2026-07-06 21:24:37.906	833	777124	104	1.0700	20
2026-07-06 21:24:38.142	834	777316	73	1.0700	20
2026-07-06 21:24:39.266	835	778482	91	1.0700	20
2026-07-06 21:24:40.871	836	780106	129	1.0700	20
2026-07-06 21:24:40.946	837	780200	58	1.0700	20
2026-07-06 21:24:44.302	838	783523	45	1.0700	20
2026-07-06 21:24:44.304	839	783586	66	1.0700	20
2026-07-06 21:24:44.410	840	783699	69	1.0700	20
2026-07-06 21:24:47.887	841	787159	53	1.0700	20
2026-07-06 21:24:51.188	842	790346	31	1.0700	20
2026-07-06 21:24:51.587	843	790874	127	1.0700	20
2026-07-06 21:24:51.983	844	791275	24	1.0700	20
2026-07-06 21:24:52.098	845	791386	34	1.0700	20
# Detector log ended : 2026-07-06 21:24:52.604
