# Detector log started : 2026-07-06 21:15:55.159
# Port                 : /dev/cu.usbmodem142101  Baud: 115200
# Author               : (unset)
# Threshold            : 20 mV
# Columns              : pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
#
pc_timestamp	evNum	picoTimeMs	adcAtEvent	rateOverall	threshold_mV
2026-07-06 21:16:26.752	333	285966	25	1.1600	20
2026-07-06 21:16:26.953	334	286128	103	1.1700	20
2026-07-06 21:16:26.954	335	286169	67	1.1700	20
2026-07-06 21:16:27.361	336	286589	86	1.1700	20
2026-07-06 21:16:28.451	337	287711	36	1.1700	20
2026-07-06 21:16:30.252	338	289475	73	1.1700	20
2026-07-06 21:16:32.551	339	291741	61	1.1600	20
2026-07-06 21:16:32.852	340	292062	133	1.1600	20
2026-07-06 21:16:34.360	341	293597	182	1.1600	20
2026-07-06 21:16:34.752	342	293940	262	1.1600	20
2026-07-06 21:16:35.753	343	294955	21	1.1600	20
2026-07-06 21:16:36.460	344	295639	35	1.1600	20
2026-07-06 21:16:40.346	345	299528	25	1.1500	20
2026-07-06 21:16:42.159	346	301368	354	1.1500	20
2026-07-06 21:16:42.257	347	301463	46	1.1500	20
2026-07-06 21:16:42.257	348	301480	20	1.1500	20
2026-07-06 21:16:42.392	349	301543	42	1.1600	20
2026-07-06 21:16:42.393	350	301565	57	1.1600	20
2026-07-06 21:16:44.365	351	303599	82	1.1600	20
2026-07-06 21:16:46.966	352	306131	50	1.1500	20
2026-07-06 21:16:49.251	353	308500	23	1.1400	20
2026-07-06 21:16:49.465	354	308684	50	1.1500	20
2026-07-06 21:16:50.465	355	309688	24	1.1500	20
2026-07-06 21:16:50.859	356	310112	26	1.1500	20
2026-07-06 21:16:52.349	357	311559	42	1.1500	20
2026-07-06 21:16:53.259	358	312518	32	1.1500	20
2026-07-06 21:16:53.651	359	312897	91	1.1500	20
2026-07-06 21:16:54.772	360	314006	31	1.1500	20
2026-07-06 21:16:55.674	361	314919	24	1.1500	20
2026-07-06 21:16:56.060	362	315298	39	1.1500	20
2026-07-06 21:16:57.270	363	316543	30	1.1500	20
2026-07-06 21:16:58.852	364	318118	50	1.1400	20
2026-07-06 21:17:00.254	365	319475	47	1.1400	20
2026-07-06 21:17:00.255	366	319522	91	1.1500	20
